age,gender,nationality,extraversion,agreeableness,conscientiousness,neuroticism,openness,ifPrivacy,frequency
37,Male,British,3,7,7,7,8,0,0
22,Male,British,6,9,4,6,10,1,1
22,Male,British,6,9,4,6,10,0,1
22,Male,British,6,9,4,6,10,1,1
40,Male,Japan,4,6,6,6,6,1,3
59,Male,Japan,6,6,6,4,7,1,1
28,Male,British,3,5,4,9,6,1,0
20,Male,British,5,7,6,3,4,1,0
37,Female,Japan,2,5,4,10,8,1,1
37,Female,Japan,2,5,4,10,8,0,1
37,Female,Japan,2,5,4,10,8,0,1
37,Female,Japan,2,5,4,10,8,0,1
37,Female,Japan,2,5,4,10,8,0,1
37,Female,Japan,2,5,4,10,8,0,1
37,Female,Japan,2,5,4,10,8,0,1
37,Female,Japan,2,5,4,10,8,0,1
37,Female,Japan,2,5,4,10,8,0,1
35,Female,Japan,7,6,6,8,7,0,1
35,Female,Japan,7,6,6,8,7,0,1
35,Female,Japan,7,6,6,8,7,0,1
35,Female,Japan,7,6,6,8,7,1,1
35,Female,Japan,7,6,6,8,7,0,1
35,Female,Japan,7,6,6,8,7,0,1
35,Female,Japan,7,6,6,8,7,0,1
35,Female,Japan,7,6,6,8,7,0,1
35,Female,Japan,7,6,6,8,7,0,1
24,Female,British,6,8,6,8,7,1,1
24,Female,British,6,8,6,8,7,1,1
24,Female,British,6,8,6,8,7,0,1
24,Female,British,6,8,6,8,7,1,1
24,Female,British,6,8,6,8,7,1,1
24,Female,British,6,8,6,8,7,0,1
24,Female,British,6,8,6,8,7,1,1
24,Female,British,6,8,6,8,7,0,1
24,Female,British,6,8,6,8,7,0,1
21,Male,British,9,6,5,4,9,0,1
21,Male,British,9,6,5,4,9,0,1
21,Male,British,9,6,5,4,9,0,1
21,Male,British,9,6,5,4,9,0,1
21,Male,British,9,6,5,4,9,0,1
21,Male,British,9,6,5,4,9,0,1
21,Male,British,9,6,5,4,9,0,1
21,Male,British,9,6,5,4,9,0,1
21,Male,British,9,6,5,4,9,0,1
29,Female,Japan,5,4,7,8,7,0,1
29,Female,Japan,5,4,7,8,7,1,1
29,Female,Japan,5,4,7,8,7,0,1
29,Female,Japan,5,4,7,8,7,1,1
29,Female,Japan,5,4,7,8,7,0,1
29,Female,Japan,5,4,7,8,7,1,1
42,Female,Japan,6,8,9,9,10,0,2
42,Female,Japan,6,8,9,9,10,0,2
42,Female,Japan,6,8,9,9,10,0,2
42,Female,Japan,6,8,9,9,10,1,2
42,Female,Japan,6,8,9,9,10,0,2
42,Female,Japan,6,8,9,9,10,1,2
39,Male,British,2,4,3,10,7,1,1
39,Male,British,2,4,3,10,7,0,1
39,Male,British,2,4,3,10,7,0,1
39,Male,British,2,4,3,10,7,1,1
39,Male,British,2,4,3,10,7,1,1
39,Male,British,2,4,3,10,7,0,1
25,Female,Japan,4,6,9,7,4,1,2
25,Female,Japan,4,6,9,7,4,1,2
25,Female,Japan,4,6,9,7,4,0,2
25,Female,Japan,4,6,9,7,4,1,2
25,Female,Japan,4,6,9,7,4,0,2
25,Female,Japan,4,6,9,7,4,0,2
47,Male,Japan,8,4,8,6,8,0,1
47,Male,Japan,8,4,8,6,8,0,1
47,Male,Japan,8,4,8,6,8,0,1
47,Male,Japan,8,4,8,6,8,1,1
47,Male,Japan,8,4,8,6,8,0,1
47,Male,Japan,8,4,8,6,8,1,1
39,Male,British,4,6,8,5,9,0,2
39,Male,British,4,6,8,5,9,0,2
39,Male,British,4,6,8,5,9,0,2
39,Male,British,4,6,8,5,9,1,2
39,Male,British,4,6,8,5,9,0,2
39,Male,British,4,6,8,5,9,0,2
50,Male,British,4,4,8,6,9,0,0
50,Male,British,4,4,8,6,9,0,0
50,Male,British,4,4,8,6,9,0,0
50,Male,British,4,4,8,6,9,0,0
50,Male,British,4,4,8,6,9,0,0
50,Male,British,4,4,8,6,9,0,0
22,Female,Japan,6,6,5,8,6,1,3
58,Female,Japan,4,5,6,7,8,1,1
50,Male,British,4,5,10,8,3,0,0
21,Female,British,6,7,7,8,10,1,2
29,Male,Japan,7,7,10,2,10,1,3
29,Male,Japan,7,7,10,2,10,1,3
29,Male,Japan,7,7,10,2,10,1,3
29,Male,Japan,7,7,10,2,10,0,3
29,Male,Japan,7,7,10,2,10,1,3
51,Male,Japan,2,6,6,8,9,1,2
51,Male,Japan,2,6,6,8,9,0,2
51,Male,Japan,2,6,6,8,9,0,2
51,Male,Japan,2,6,6,8,9,0,2
51,Male,Japan,2,6,6,8,9,0,2
34,Male,British,4,5,8,6,10,0,1
34,Male,British,4,5,8,6,10,0,1
34,Male,British,4,5,8,6,10,0,1
34,Male,British,4,5,8,6,10,0,1
34,Male,British,4,5,8,6,10,0,1
37,Male,British,2,6,7,8,3,0,1
37,Male,British,2,6,7,8,3,0,1
37,Male,British,2,6,7,8,3,0,1
37,Male,British,2,6,7,8,3,0,1
37,Male,British,2,6,7,8,3,0,1
41,Male,Japan,4,5,4,7,4,1,0
58,Female,Japan,5,5,7,9,7,1,0
24,Male,British,6,7,8,8,7,0,1
33,Female,British,4,4,7,7,7,0,1
35,Female,Japan,4,6,7,8,9,0,1
35,Female,Japan,4,6,7,8,9,0,1
40,Male,Japan,3,5,4,7,5,0,1
40,Male,Japan,3,5,4,7,5,1,1
53,Female,British,6,7,10,8,6,0,1
53,Female,British,6,7,10,8,6,0,1
31,Female,British,9,7,6,9,10,1,2
31,Female,British,9,7,6,9,10,1,2
58,Female,Japan,4,5,6,7,8,1,1
58,Female,Japan,4,5,6,7,8,1,1
58,Female,Japan,4,5,6,7,8,1,1
58,Female,Japan,4,5,6,7,8,1,1
58,Female,Japan,4,5,6,7,8,1,1
58,Female,Japan,4,5,6,7,8,1,1
58,Female,Japan,4,5,6,7,8,1,1
58,Female,Japan,4,5,6,7,8,1,1
58,Female,Japan,4,5,6,7,8,1,1
22,Female,Japan,6,6,5,8,6,0,3
22,Female,Japan,6,6,5,8,6,0,3
22,Female,Japan,6,6,5,8,6,0,3
22,Female,Japan,6,6,5,8,6,1,3
22,Female,Japan,6,6,5,8,6,1,3
22,Female,Japan,6,6,5,8,6,0,3
22,Female,Japan,6,6,5,8,6,0,3
22,Female,Japan,6,6,5,8,6,1,3
22,Female,Japan,6,6,5,8,6,1,3
50,Male,British,4,5,10,8,3,1,0
50,Male,British,4,5,10,8,3,0,0
50,Male,British,4,5,10,8,3,0,0
50,Male,British,4,5,10,8,3,0,0
50,Male,British,4,5,10,8,3,0,0
50,Male,British,4,5,10,8,3,1,0
50,Male,British,4,5,10,8,3,0,0
50,Male,British,4,5,10,8,3,1,0
50,Male,British,4,5,10,8,3,0,0
21,Female,British,6,7,7,8,10,1,2
21,Female,British,6,7,7,8,10,0,2
21,Female,British,6,7,7,8,10,1,2
21,Female,British,6,7,7,8,10,0,2
21,Female,British,6,7,7,8,10,1,2
21,Female,British,6,7,7,8,10,1,2
21,Female,British,6,7,7,8,10,1,2
21,Female,British,6,7,7,8,10,1,2
21,Female,British,6,7,7,8,10,1,2
49,Female,Japan,4,7,9,7,7,0,1
49,Female,Japan,4,7,9,7,7,0,1
49,Female,Japan,4,7,9,7,7,0,1
50,Female,Japan,4,5,7,9,6,1,1
50,Female,Japan,4,5,7,9,6,1,1
50,Female,Japan,4,5,7,9,6,1,1
42,Male,British,6,7,6,3,9,0,2
42,Male,British,6,7,6,3,9,0,2
42,Male,British,6,7,6,3,9,0,2
58,Male,Japan,6,5,6,6,8,0,1
58,Male,Japan,6,5,6,6,8,0,1
58,Male,Japan,6,5,6,6,8,0,1
58,Male,Japan,6,5,6,6,8,0,1
58,Male,Japan,6,5,6,6,8,0,1
58,Male,Japan,6,5,6,6,8,0,1
34,Female,Japan,8,4,7,5,8,0,2
34,Female,Japan,8,4,7,5,8,0,2
34,Female,Japan,8,4,7,5,8,0,2
34,Female,Japan,8,4,7,5,8,0,2
34,Female,Japan,8,4,7,5,8,0,2
34,Female,Japan,8,4,7,5,8,0,2
40,Female,British,3,6,8,8,6,0,1
40,Female,British,3,6,8,8,6,0,1
40,Female,British,3,6,8,8,6,0,1
40,Female,British,3,6,8,8,6,0,1
40,Female,British,3,6,8,8,6,0,1
40,Female,British,3,6,8,8,6,0,1
46,Male,British,9,4,9,5,9,0,1
46,Male,British,9,4,9,5,9,0,1
46,Male,British,9,4,9,5,9,0,1
46,Male,British,9,4,9,5,9,0,1
46,Male,British,9,4,9,5,9,0,1
46,Male,British,9,4,9,5,9,0,1
40,Female,Japan,7,6,4,6,6,0,0
40,Female,Japan,7,6,4,6,6,0,0
40,Female,Japan,7,6,4,6,6,0,0
40,Female,Japan,7,6,4,6,6,0,0
40,Female,Japan,7,6,4,6,6,0,0
40,Female,Japan,7,6,4,6,6,0,0
40,Female,Japan,7,6,4,6,6,1,0
26,Male,Japan,8,4,8,5,7,0,2
26,Male,Japan,8,4,8,5,7,0,2
26,Male,Japan,8,4,8,5,7,0,2
26,Male,Japan,8,4,8,5,7,0,2
26,Male,Japan,8,4,8,5,7,0,2
26,Male,Japan,8,4,8,5,7,0,2
23,Male,British,4,10,7,6,8,0,1
23,Male,British,4,10,7,6,8,0,1
23,Male,British,4,10,7,6,8,0,1
23,Male,British,4,10,7,6,8,0,1
23,Male,British,4,10,7,6,8,0,1
23,Male,British,4,10,7,6,8,0,1
42,Male,British,2,7,5,4,6,0,1
42,Male,British,2,7,5,4,6,0,1
42,Male,British,2,7,5,4,6,0,1
42,Male,British,2,7,5,4,6,0,1
42,Male,British,2,7,5,4,6,0,1
42,Male,British,2,7,5,4,6,0,1
32,Male,Japan,4,5,8,7,7,0,0
32,Male,Japan,4,5,8,7,7,0,0
35,Male,Japan,10,6,10,8,9,0,1
35,Male,Japan,10,6,10,8,9,0,1
25,Male,British,6,8,8,8,6,1,2
25,Male,British,6,8,8,8,6,0,2
26,Male,British,5,7,5,6,5,0,0
26,Male,British,5,7,5,6,5,0,0
33,Female,Japan,5,6,6,8,8,0,1
33,Female,Japan,5,6,6,8,8,1,1
33,Female,Japan,5,6,6,8,8,0,1
33,Female,Japan,5,6,6,8,8,0,1
33,Female,Japan,5,6,6,8,8,0,1
55,Male,Japan,4,7,6,8,7,0,1
55,Male,Japan,4,7,6,8,7,1,1
55,Male,Japan,4,7,6,8,7,0,1
55,Male,Japan,4,7,6,8,7,0,1
55,Male,Japan,4,7,6,8,7,0,1
41,Male,British,5,9,8,7,8,1,3
41,Male,British,5,9,8,7,8,0,3
41,Male,British,5,9,8,7,8,0,3
41,Male,British,5,9,8,7,8,0,3
41,Male,British,5,9,8,7,8,0,3
30,Female,British,3,5,6,7,8,0,1
30,Female,British,3,5,6,7,8,1,1
30,Female,British,3,5,6,7,8,0,1
30,Female,British,3,5,6,7,8,0,1
30,Female,British,3,5,6,7,8,0,1
29,Other,Japan,3,7,6,7,7,1,4
39,Male,Japan,2,5,4,10,3,0,0
49,Female,British,4,8,7,8,9,0,1
24,Male,British,3,3,6,6,8,0,1
41,Female,Japan,4,5,5,7,10,1,2
48,Female,Japan,5,7,6,6,7,0,1
56,Male,British,3,9,4,2,3,0,1
38,Male,British,2,9,9,6,8,1,1
35,Female,Japan,8,8,6,6,10,0,2
35,Female,Japan,8,8,6,6,10,0,2
22,Male,Japan,5,5,7,7,8,0,1
22,Male,Japan,5,5,7,7,8,1,1
60,Male,British,7,4,6,8,5,1,0
60,Male,British,7,4,6,8,5,1,0
30,Female,British,2,6,8,8,8,1,0
30,Female,British,2,6,8,8,8,1,0
67,Male,Japan,6,6,9,6,8,1,1
67,Male,Japan,6,6,9,6,8,0,1
38,Female,Japan,5,6,6,8,6,1,3
38,Female,Japan,5,6,6,8,6,1,3
58,Male,British,8,6,9,4,5,1,1
58,Male,British,8,6,9,4,5,0,1
74,Female,British,7,9,8,5,10,1,3
74,Female,British,7,9,8,5,10,0,3
41,Female,Japan,6,8,8,5,7,0,1
53,Male,Japan,4,6,5,10,4,0,1
49,Female,British,4,10,9,6,6,0,1
35,Male,British,6,9,7,2,7,0,1
28,Male,Japan,7,3,3,4,7,0,0
28,Male,Japan,7,3,3,4,7,1,0
28,Male,Japan,7,3,3,4,7,1,0
60,Male,Japan,7,6,10,6,9,0,2
60,Male,Japan,7,6,10,6,9,0,2
31,Male,British,4,8,6,6,7,0,0
31,Male,British,4,8,6,6,7,0,0
20,Male,British,6,7,9,4,6,0,3
20,Male,British,6,7,9,4,6,0,3
49,Female,Japan,4,8,7,6,4,0,2
37,Male,Japan,3,4,5,7,4,0,0
59,Male,British,4,7,9,4,9,0,1
54,Male,British,5,5,6,7,6,0,1
37,Female,Japan,4,6,5,6,8,1,1
38,Female,Japan,6,7,5,10,4,1,1
42,Male,British,8,6,7,6,5,1,3
42,Male,British,8,6,7,6,5,1,3
41,Female,British,2,7,6,10,6,0,1
30,Male,Japan,8,6,7,4,5,0,0
42,Female,Japan,8,5,7,5,4,0,2
52,Male,British,5,8,6,6,6,0,2
38,Male,British,3,6,5,6,8,0,1
37,Female,Japan,7,6,6,9,8,0,2
37,Female,Japan,7,6,6,9,8,0,2
37,Female,Japan,7,6,6,9,8,0,2
37,Female,Japan,7,6,6,9,8,0,2
37,Female,Japan,7,6,6,9,8,1,2
37,Female,Japan,7,6,6,9,8,0,2
24,Male,Japan,6,4,7,9,6,0,3
24,Male,Japan,6,4,7,9,6,0,3
24,Male,Japan,6,4,7,9,6,0,3
24,Male,Japan,6,4,7,9,6,0,3
24,Male,Japan,6,4,7,9,6,0,3
24,Male,Japan,6,4,7,9,6,0,3
25,Female,British,6,9,6,9,4,0,1
25,Female,British,6,9,6,9,4,0,1
25,Female,British,6,9,6,9,4,0,1
25,Female,British,6,9,6,9,4,0,1
25,Female,British,6,9,6,9,4,0,1
25,Female,British,6,9,6,9,4,1,1
20,Male,British,2,7,3,10,6,1,1
20,Male,British,2,7,3,10,6,0,1
20,Male,British,2,7,3,10,6,0,1
20,Male,British,2,7,3,10,6,0,1
20,Male,British,2,7,3,10,6,0,1
20,Male,British,2,7,3,10,6,0,1
20,Male,British,2,7,3,10,6,1,1
22,Male,Japan,5,5,7,7,8,1,1
22,Male,Japan,5,5,7,7,8,0,1
22,Male,Japan,5,5,7,7,8,1,1
22,Male,Japan,5,5,7,7,8,0,1
22,Male,Japan,5,5,7,7,8,1,1
22,Male,Japan,5,5,7,7,8,1,1
22,Male,Japan,5,5,7,7,8,0,1
22,Male,Japan,5,5,7,7,8,0,1
22,Male,Japan,5,5,7,7,8,1,1
22,Male,Japan,5,5,7,7,8,1,1
35,Female,Japan,8,8,6,6,10,1,2
35,Female,Japan,8,8,6,6,10,1,2
35,Female,Japan,8,8,6,6,10,1,2
35,Female,Japan,8,8,6,6,10,0,2
35,Female,Japan,8,8,6,6,10,1,2
35,Female,Japan,8,8,6,6,10,1,2
35,Female,Japan,8,8,6,6,10,0,2
35,Female,Japan,8,8,6,6,10,1,2
35,Female,Japan,8,8,6,6,10,0,2
35,Female,Japan,8,8,6,6,10,0,2
30,Female,British,2,6,8,8,8,1,0
30,Female,British,2,6,8,8,8,1,0
30,Female,British,2,6,8,8,8,1,0
30,Female,British,2,6,8,8,8,1,0
30,Female,British,2,6,8,8,8,0,0
30,Female,British,2,6,8,8,8,1,0
30,Female,British,2,6,8,8,8,1,0
30,Female,British,2,6,8,8,8,1,0
30,Female,British,2,6,8,8,8,0,0
30,Female,British,2,6,8,8,8,0,0
60,Male,British,7,4,6,8,5,0,0
60,Male,British,7,4,6,8,5,0,0
60,Male,British,7,4,6,8,5,0,0
60,Male,British,7,4,6,8,5,0,0
60,Male,British,7,4,6,8,5,0,0
60,Male,British,7,4,6,8,5,0,0
60,Male,British,7,4,6,8,5,0,0
60,Male,British,7,4,6,8,5,0,0
60,Male,British,7,4,6,8,5,0,0
60,Male,British,7,4,6,8,5,0,0
37,Male,Japan,7,6,5,6,8,0,2
37,Male,Japan,7,6,5,6,8,0,2
32,Female,Japan,9,10,5,8,9,1,1
32,Female,Japan,9,10,5,8,9,1,1
22,Male,British,3,7,7,8,9,0,1
22,Male,British,3,7,7,8,9,1,1
56,Female,British,10,10,10,2,10,0,2
56,Female,British,10,10,10,2,10,0,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,0,2
45,Male,Japan,5,6,5,8,6,0,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,0,2
45,Male,Japan,5,6,5,8,6,0,2
45,Male,Japan,5,6,5,8,6,0,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,5,6,5,8,6,1,2
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,6,6,6,7,8,0,1
45,Male,Japan,6,6,6,7,8,0,1
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,6,6,6,7,8,0,1
45,Male,Japan,6,6,6,7,8,0,1
45,Male,Japan,6,6,6,7,8,0,1
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,6,6,6,7,8,1,1
45,Male,Japan,6,6,6,7,8,1,1
48,Female,British,7,7,8,7,8,1,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,1,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,1,1
48,Female,British,7,7,8,7,8,0,1
48,Female,British,7,7,8,7,8,0,1
50,Male,British,6,8,5,3,8,1,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,1,0
50,Male,British,6,8,5,3,8,1,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,1,0
50,Male,British,6,8,5,3,8,1,0
50,Male,British,6,8,5,3,8,0,0
50,Male,British,6,8,5,3,8,1,0
38,Female,Japan,9,5,8,4,6,1,2
38,Female,Japan,9,5,8,4,6,1,2
38,Female,Japan,9,5,8,4,6,1,2
38,Female,Japan,9,5,8,4,6,0,2
38,Female,Japan,9,5,8,4,6,1,2
38,Female,Japan,9,5,8,4,6,1,2
42,Male,Japan,2,4,7,8,6,0,1
42,Male,Japan,2,4,7,8,6,0,1
42,Male,Japan,2,4,7,8,6,0,1
42,Male,Japan,2,4,7,8,6,1,1
42,Male,Japan,2,4,7,8,6,1,1
42,Male,Japan,2,4,7,8,6,0,1
21,Male,British,10,9,5,3,6,0,1
21,Male,British,10,9,5,3,6,0,1
21,Male,British,10,9,5,3,6,0,1
21,Male,British,10,9,5,3,6,0,1
21,Male,British,10,9,5,3,6,0,1
21,Male,British,10,9,5,3,6,0,1
27,Male,British,6,8,8,6,6,0,2
27,Male,British,6,8,8,6,6,0,2
27,Male,British,6,8,8,6,6,1,2
27,Male,British,6,8,8,6,6,1,2
27,Male,British,6,8,8,6,6,1,2
27,Male,British,6,8,8,6,6,1,2
26,Female,Japan,6,4,4,6,8,1,2
26,Female,Japan,6,4,4,6,8,1,2
26,Female,Japan,6,4,4,6,8,1,2
47,Male,Japan,7,9,4,5,8,0,2
47,Male,Japan,7,9,4,5,8,0,2
47,Male,Japan,7,9,4,5,8,0,2
19,Male,British,6,6,9,8,8,0,1
19,Male,British,6,6,9,8,8,0,1
19,Male,British,6,6,9,8,8,0,1
34,Female,British,4,10,5,10,6,0,2
34,Female,British,4,10,5,10,6,0,2
34,Female,British,4,10,5,10,6,0,2
58,Female,Japan,5,5,7,9,7,1,0
41,Male,Japan,4,5,4,7,4,1,0
24,Male,British,6,7,8,8,7,0,1
29,Female,British,5,9,3,7,8,0,1
36,Male,Japan,5,4,6,7,8,0,2
27,Female,Japan,4,7,5,9,10,1,3
30,Male,British,6,6,9,4,9,0,2
30,Male,British,3,4,9,5,6,0,1
54,Male,Japan,4,6,4,8,6,0,1
54,Male,Japan,4,6,4,8,6,1,1
54,Male,Japan,4,6,4,8,6,0,1
54,Male,Japan,4,6,4,8,6,1,1
54,Male,Japan,4,6,4,8,6,0,1
54,Male,Japan,4,6,4,8,6,1,1
29,Female,Japan,8,6,9,3,6,0,0
29,Female,Japan,8,6,9,3,6,0,0
29,Female,Japan,8,6,9,3,6,0,0
29,Female,Japan,8,6,9,3,6,0,0
29,Female,Japan,8,6,9,3,6,0,0
29,Female,Japan,8,6,9,3,6,0,0
28,Male,British,5,8,6,5,7,0,3
28,Male,British,5,8,6,5,7,0,3
28,Male,British,5,8,6,5,7,0,3
28,Male,British,5,8,6,5,7,0,3
28,Male,British,5,8,6,5,7,0,3
28,Male,British,5,8,6,5,7,0,3
33,Male,British,9,5,10,4,10,0,2
33,Male,British,9,5,10,4,10,0,2
33,Male,British,9,5,10,4,10,0,2
33,Male,British,9,5,10,4,10,0,2
33,Male,British,9,5,10,4,10,0,2
33,Male,British,9,5,10,4,10,0,2
38,Female,Japan,5,8,5,6,9,0,2
38,Female,Japan,5,8,5,6,9,1,2
38,Female,Japan,5,8,5,6,9,0,2
66,Male,Japan,4,6,8,7,8,0,2
66,Male,Japan,4,6,8,7,8,0,2
66,Male,Japan,4,6,8,7,8,0,2
37,Female,British,6,6,9,2,9,0,1
37,Female,British,6,6,9,2,9,0,1
37,Female,British,6,6,9,2,9,0,1
37,Female,British,6,6,9,2,9,1,1
37,Female,British,6,6,9,2,9,1,1
41,Female,British,7,5,9,3,7,0,2
41,Female,British,7,5,9,3,7,0,2
41,Female,British,7,5,9,3,7,0,2
32,Female,Japan,9,10,5,8,9,1,1
32,Female,Japan,9,10,5,8,9,1,1
37,Male,Japan,7,6,5,6,8,1,2
37,Male,Japan,7,6,5,6,8,1,2
22,Male,British,3,7,7,8,9,0,1
22,Male,British,3,7,7,8,9,0,1
56,Female,British,10,10,10,2,10,1,2
56,Female,British,10,10,10,2,10,0,2
38,Male,Japan,6,6,6,7,6,1,0
38,Male,Japan,6,6,6,7,6,1,0
39,Female,Japan,3,4,5,9,8,0,1
39,Female,Japan,3,4,5,9,8,0,1
39,Female,Japan,3,4,5,9,8,1,1
30,Female,British,6,6,8,5,8,0,4
30,Female,British,6,6,8,5,8,0,4
31,Male,British,4,4,5,8,10,0,1
31,Male,British,4,4,5,8,10,0,1
31,Male,British,4,4,5,8,10,1,1
47,Male,Japan,8,4,8,6,8,1,1
25,Female,Japan,4,6,9,7,4,1,2
50,Male,British,4,4,8,6,9,0,0
39,Male,British,4,6,8,5,9,0,2
32,Male,Japan,3,8,5,3,2,0,2
32,Male,Japan,3,8,5,3,2,0,2
32,Male,Japan,3,8,5,3,2,0,2
32,Male,Japan,3,8,5,3,2,0,2
26,Male,Japan,9,6,6,7,10,0,3
26,Male,Japan,9,6,6,7,10,0,3
26,Male,Japan,9,6,6,7,10,0,3
26,Male,Japan,9,6,6,7,10,0,3
52,Male,British,5,8,8,6,8,0,1
52,Male,British,5,8,8,6,8,0,1
52,Male,British,5,8,8,6,8,0,1
52,Male,British,5,8,8,6,8,0,1
28,Female,British,4,8,6,8,10,0,1
28,Female,British,4,8,6,8,10,0,1
28,Female,British,4,8,6,8,10,0,1
28,Female,British,4,8,6,8,10,0,1
55,Female,Japan,2,5,5,9,7,0,0
55,Female,Japan,2,5,5,9,7,0,0
55,Female,Japan,2,5,5,9,7,1,0
30,Female,Japan,4,5,4,8,9,1,3
30,Female,Japan,4,5,4,8,9,1,3
30,Male,British,6,8,6,6,6,0,1
30,Male,British,6,8,6,6,6,0,1
23,Male,British,8,8,8,4,8,0,1
23,Male,British,8,8,8,4,8,0,1
37,Male,Japan,2,6,6,7,8,1,0
25,Male,Japan,5,6,7,7,6,1,1
33,Female,British,6,5,8,5,5,0,0
75,Female,British,8,6,7,5,7,0,0
32,Female,Japan,3,2,6,9,4,0,0
32,Female,Japan,3,2,6,9,4,0,0
53,Female,Japan,3,6,4,10,8,0,2
53,Female,Japan,3,6,4,10,8,0,2
35,Male,British,7,7,8,6,7,0,3
35,Male,British,7,7,8,6,7,0,3
40,Female,British,4,5,4,8,10,0,2
40,Female,British,4,5,4,8,10,0,2
40,Male,Japan,3,5,4,7,5,1,1
40,Male,Japan,3,5,4,7,5,1,1
35,Female,Japan,4,6,7,8,9,0,1
35,Female,Japan,4,6,7,8,9,0,1
31,Female,British,9,7,6,9,10,0,2
31,Female,British,9,7,6,9,10,1,2
53,Female,British,6,7,10,8,6,0,1
53,Female,British,6,7,10,8,6,0,1
40,Male,Japan,6,6,6,8,4,0,1
40,Male,Japan,6,6,6,8,4,1,1
34,Male,Japan,7,7,6,7,6,0,1
34,Male,Japan,7,7,6,7,6,0,1
31,Male,British,6,6,6,5,6,0,1
31,Male,British,6,6,6,5,6,0,1
39,Female,British,3,6,9,6,9,0,3
39,Female,British,3,6,9,6,9,0,3
29,Female,Japan,3,6,6,6,8,0,1
29,Female,Japan,3,6,6,6,8,0,1
29,Female,Japan,3,6,6,6,8,0,1
29,Female,Japan,3,6,6,6,8,0,1
29,Female,Japan,3,6,6,6,8,0,1
29,Female,Japan,3,6,6,6,8,0,1
38,Female,Japan,4,6,7,7,10,0,1
38,Female,Japan,4,6,7,7,10,0,1
38,Female,Japan,4,6,7,7,10,0,1
38,Female,Japan,4,6,7,7,10,0,1
38,Female,Japan,4,6,7,7,10,0,1
38,Female,Japan,4,6,7,7,10,0,1
25,Female,British,6,7,5,7,7,0,1
25,Female,British,6,7,5,7,7,0,1
25,Female,British,6,7,5,7,7,0,1
25,Female,British,6,7,5,7,7,0,1
25,Female,British,6,7,5,7,7,0,1
25,Female,British,6,7,5,7,7,0,1
65,Male,British,8,3,9,2,6,0,1
65,Male,British,8,3,9,2,6,0,1
65,Male,British,8,3,9,2,6,0,1
65,Male,British,8,3,9,2,6,0,1
65,Male,British,8,3,9,2,6,0,1
65,Male,British,8,3,9,2,6,0,1
30,Male,Japan,6,8,4,9,10,1,2
36,Female,Japan,2,5,2,9,9,0,1
45,Male,British,5,9,5,5,5,0,2
67,Male,British,4,9,6,4,9,0,0
34,Male,Japan,7,7,6,7,6,1,1
34,Male,Japan,7,7,6,7,6,0,1
40,Male,Japan,6,6,6,8,4,1,1
40,Male,Japan,6,6,6,8,4,1,1
29,Male,British,5,10,10,6,8,0,0
29,Male,British,5,10,10,6,8,0,0
31,Male,British,6,6,6,5,6,1,1
31,Male,British,6,6,6,5,6,1,1
26,Male,Japan,8,4,8,5,7,0,2
26,Male,Japan,8,4,8,5,7,0,2
26,Male,Japan,8,4,8,5,7,0,2
40,Female,Japan,7,6,4,6,6,0,0
40,Female,Japan,7,6,4,6,6,0,0
40,Female,Japan,7,6,4,6,6,0,0
42,Male,British,2,7,5,4,6,0,1
42,Male,British,2,7,5,4,6,0,1
42,Male,British,2,7,5,4,6,0,1
23,Male,British,4,10,7,6,8,0,1
23,Male,British,4,10,7,6,8,1,1
23,Male,British,4,10,7,6,8,0,1
33,Male,Japan,3,2,4,7,10,0,3
33,Male,Japan,3,2,4,7,10,0,3
33,Male,Japan,3,2,4,7,10,0,3
33,Male,Japan,3,2,4,7,10,1,3
33,Male,Japan,2,7,6,10,8,0,1
33,Male,Japan,2,7,6,10,8,0,1
33,Male,Japan,2,7,6,10,8,0,1
51,Male,British,2,7,8,9,5,0,1
51,Male,British,2,7,8,9,5,0,1
51,Male,British,2,7,8,9,5,0,1
33,Male,British,7,7,8,5,6,0,3
33,Male,British,7,7,8,5,6,0,3
33,Male,British,7,7,8,5,6,0,3
40,Female,Japan,2,6,6,8,2,0,0
40,Female,Japan,2,6,6,8,2,0,0
39,Male,Japan,7,7,10,7,3,0,1
39,Male,Japan,7,7,10,7,3,0,1
9,Female,British,5,7,10,7,7,0,2
9,Female,British,5,7,10,7,7,0,2
40,Male,British,6,6,6,7,5,0,0
40,Male,British,6,6,6,7,5,0,0
