category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height
Man,"[0, 1, 1, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",23,Male,2,CrowdWorks,6,8,5,6,6,4caa7f161916628e.jpg,OpenImages,"[[339, 120, 683, 646]]",Person,Japan,1024.0,768.0
Man,"[0, 0, 1, 0, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",27,Male,0,Prolific,2,7,7,10,8,4caa7f161916628e.jpg,OpenImages,"[[339, 120, 683, 646]]",Person,UK,1024.0,768.0
necklace,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",33,Male,3,CrowdWorks,3,2,4,7,10,115146.jpg,LVIS,"[[183, 101, 15, 28]]",Accessory,Japan,500.0,375.0
Car,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",29,Female,1,CrowdWorks,5,4,7,8,7,5444099c2d172faa.jpg,OpenImages,"[[0, 295, 72, 151], [63, 162, 872, 377]]",Others,Japan,1024.0,576.0
Car,"[1, 1, 0, 0, 0, 0]",6,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",39,Male,1,Prolific,2,4,3,10,7,5444099c2d172faa.jpg,OpenImages,"[[0, 295, 72, 151], [63, 162, 872, 377]]",Others,UK,1024.0,576.0
Car,"[0, 1, 0, 0, 0, 0]",2,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,5444099c2d172faa.jpg,OpenImages,"[[0, 295, 72, 151], [63, 162, 872, 377]]",Others,UK,1024.0,576.0
Window,"[1, 1, 0, 0, 0, 0]",3,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,5444099c2d172faa.jpg,OpenImages,"[[12, 74, 11, 33], [27, 63, 11, 36], [44, 56, 8, 31], [73, 0, 15, 44], [85, 86, 12, 34], [138, 48, 20, 41], [210, 0, 26, 51]]",Others,UK,1024.0,576.0
Office building,"[0, 1, 0, 0, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,2beacefc4b7902bb.jpg,OpenImages,"[[0, 0, 766, 1022]]",Place Identifier,Japan,768.0,1024.0
Office supplies,"[0, 1, 0, 0, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,2beacefc4b7902bb.jpg,OpenImages,"[[0, 643, 30, 46], [0, 659, 49, 68], [0, 728, 145, 153], [0, 776, 147, 118], [0, 801, 155, 104], [16, 203, 694, 753], [428, 681, 147, 78]]",Others,Japan,768.0,1024.0
Object 0,"[0, 1, 0, 0, 0, 0]",0,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",34,Female,1,CrowdWorks,5,7,5,6,7,129980.jpg,LVIS,"[[3, 0, 511, 633]]",Others,Japan,517.0,640.0
Human face,"[1, 0, 0, 0, 0, 0]",6,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",32,Female,1,CrowdWorks,9,10,5,8,9,41bece651eeeb9bc.jpg,OpenImages,"[[167, 551, 121, 101], [199, 98, 45, 88], [339, 31, 24, 42], [398, 142, 30, 47], [532, 123, 42, 60]]",Person,Japan,692.0,1024.0
Human hair,"[1, 0, 0, 0, 0, 0]",5,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",32,Female,1,CrowdWorks,9,10,5,8,9,41bece651eeeb9bc.jpg,OpenImages,"[[9, 501, 319, 338], [185, 89, 85, 185], [392, 135, 42, 91], [514, 116, 111, 110]]",Person,Japan,692.0,1024.0
Human face,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",56,Female,2,Prolific,10,10,10,2,10,41bece651eeeb9bc.jpg,OpenImages,"[[167, 551, 121, 101], [199, 98, 45, 88], [339, 31, 24, 42], [398, 142, 30, 47], [532, 123, 42, 60]]",Person,UK,692.0,1024.0
Human face,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Female,2,CrowdWorks,6,4,4,6,8,006f87bf928f9ba3.jpg,OpenImages,"[[199, 235, 138, 173], [436, 278, 140, 181], [699, 140, 132, 199]]",Person,Japan,1024.0,683.0
Girl,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Female,2,CrowdWorks,6,4,4,6,8,006f87bf928f9ba3.jpg,OpenImages,"[[0, 151, 403, 531], [305, 220, 442, 462]]",Person,Japan,1024.0,683.0
Person,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Female,2,CrowdWorks,6,4,4,6,8,006f87bf928f9ba3.jpg,OpenImages,"[[607, 86, 416, 596]]",Others,Japan,1024.0,683.0
Human eye,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Female,2,CrowdWorks,6,4,4,6,8,006f87bf928f9ba3.jpg,OpenImages,"[[214, 284, 40, 25], [282, 288, 42, 24], [457, 338, 43, 25], [527, 343, 33, 19], [715, 219, 36, 19], [776, 203, 36, 31]]",Person,Japan,1024.0,683.0
Woman,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Female,2,CrowdWorks,6,4,4,6,8,006f87bf928f9ba3.jpg,OpenImages,"[[0, 154, 386, 528], [303, 225, 447, 457]]",Person,Japan,1024.0,683.0
Building,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Female,2,CrowdWorks,6,4,4,6,8,006f87bf928f9ba3.jpg,OpenImages,"[[0, 0, 1022, 679]]",Others,Japan,1024.0,683.0
Vehicle registration plate,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,Female,0,CrowdWorks,2,6,6,8,2,0ee131f55fb5b7f2.jpg,OpenImages,"[[189, 410, 136, 81], [203, 223, 9, 6]]",Vehicle Plate,Japan,1024.0,772.0
Object 0,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",53,Female,2,CrowdWorks,7,6,8,5,7,111609.jpg,LVIS,"[[339, 82, 129, 149]]",Others,Japan,640.0,429.0
Object 0,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Female,0,Prolific,3,5,6,9,9,111609.jpg,LVIS,"[[339, 82, 129, 149]]",Others,UK,640.0,429.0
Building,"[1, 1, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",30,Female,1,CrowdWorks,2,6,4,8,9,48bd83368a70defc.jpg,OpenImages,"[[0, 0, 1024, 576]]",Others,Japan,1024.0,576.0
Person,"[1, 1, 0, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,1,CrowdWorks,2,6,4,8,9,48bd83368a70defc.jpg,OpenImages,"[[820, 173, 185, 308]]",Others,Japan,1024.0,576.0
Object 0,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,1,CrowdWorks,2,6,4,8,9,48bd83368a70defc.jpg,OpenImages,"[[362, 16, 286, 232]]",Others,Japan,1024.0,576.0
Building,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",53,Female,3,CrowdWorks,4,6,6,9,9,48bd83368a70defc.jpg,OpenImages,"[[0, 0, 1024, 576]]",Others,Japan,1024.0,576.0
Person,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",53,Female,3,CrowdWorks,4,6,6,9,9,48bd83368a70defc.jpg,OpenImages,"[[820, 173, 185, 308]]",Others,Japan,1024.0,576.0
Object 0,"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",53,Female,3,CrowdWorks,4,6,6,9,9,48bd83368a70defc.jpg,OpenImages,"[[362, 16, 286, 232]]",Others,Japan,1024.0,576.0
Object 1,"[0, 1, 0, 0, 1, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",53,Female,3,CrowdWorks,4,6,6,9,9,48bd83368a70defc.jpg,OpenImages,"[[6, 91, 90, 67]]",Others,Japan,1024.0,576.0
Building,"[0, 1, 1, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",64,Male,0,Prolific,4,4,7,3,4,48bd83368a70defc.jpg,OpenImages,"[[0, 0, 1024, 576]]",Others,UK,1024.0,576.0
Person,"[1, 1, 1, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",64,Male,0,Prolific,4,4,7,3,4,48bd83368a70defc.jpg,OpenImages,"[[820, 173, 185, 308]]",Others,UK,1024.0,576.0
sink,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,Male,2,CrowdWorks,5,9,7,7,6,151832.jpg,LVIS,"[[296, 337, 130, 152]]",Others,Japan,427.0,640.0
mirror,"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",54,Female,1,CrowdWorks,5,8,9,3,10,101172.jpg,LVIS,"[[382, 131, 46, 49], [21, 137, 72, 60]]",Others,Japan,460.0,640.0
toy,"[0, 0, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,1,Prolific,6,9,4,6,10,101172.jpg,LVIS,"[[143, 135, 202, 186], [363, 401, 88, 144], [44, 429, 104, 140]]",Toy,UK,460.0,640.0
teddy_bear,"[0, 0, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,1,Prolific,6,9,4,6,10,101172.jpg,LVIS,"[[363, 400, 89, 145], [155, 133, 191, 189], [44, 429, 103, 139]]",Others,UK,460.0,640.0
license_plate,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,Male,3,CrowdWorks,4,6,6,6,6,131764.jpg,LVIS,"[[127, 247, 39, 42]]",Vehicle Plate,Japan,500.0,376.0
license_plate,"[1, 0, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Male,1,CrowdWorks,6,6,6,4,7,131764.jpg,LVIS,"[[127, 247, 39, 42]]",Vehicle Plate,Japan,500.0,376.0
license_plate,"[0, 0, 0, 0, 1, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",28,Male,0,Prolific,3,5,4,9,6,131764.jpg,LVIS,"[[127, 247, 39, 42]]",Vehicle Plate,UK,500.0,376.0
license_plate,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Male,0,Prolific,5,7,6,3,4,131764.jpg,LVIS,"[[127, 247, 39, 42]]",Vehicle Plate,UK,500.0,376.0
Human hair,"[1, 0, 0, 0, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",37,Female,1,CrowdWorks,2,5,4,10,8,02b7e70979560df7.jpg,OpenImages,"[[0, 325, 44, 49], [174, 261, 44, 32], [291, 293, 42, 32], [549, 354, 25, 17], [558, 348, 22, 13]]",Person,Japan,768.0,1024.0
Person,"[1, 1, 0, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",35,Female,1,CrowdWorks,7,6,6,8,7,02b7e70979560df7.jpg,OpenImages,"[[0, 252, 609, 307]]",Others,Japan,768.0,1024.0
Human hair,"[1, 1, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",24,Female,1,Prolific,6,8,6,8,7,02b7e70979560df7.jpg,OpenImages,"[[0, 325, 44, 49], [174, 261, 44, 32], [291, 293, 42, 32], [549, 354, 25, 17], [558, 348, 22, 13]]",Person,UK,768.0,1024.0
Cart,"[0, 1, 1, 0, 0, 0]",1,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]",24,Female,1,Prolific,6,8,6,8,7,02b7e70979560df7.jpg,OpenImages,"[[88, 377, 407, 358]]",Others,UK,768.0,1024.0
Person,"[1, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",24,Female,1,Prolific,6,8,6,8,7,02b7e70979560df7.jpg,OpenImages,"[[0, 252, 609, 307]]",Others,UK,768.0,1024.0
Clothing,"[0, 1, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",24,Female,1,Prolific,6,8,6,8,7,02b7e70979560df7.jpg,OpenImages,"[[138, 307, 131, 204], [274, 336, 88, 54], [564, 366, 47, 175]]",Clothing,UK,768.0,1024.0
Vehicle,"[1, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",24,Female,1,Prolific,6,8,6,8,7,02b7e70979560df7.jpg,OpenImages,"[[0, 423, 30, 97], [109, 303, 460, 529]]",Others,UK,768.0,1024.0
Building,"[0, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Female,1,CrowdWorks,5,4,7,8,7,036c89a81d6bd616.jpg,OpenImages,"[[0, 0, 679, 1022]]",Others,Japan,681.0,1024.0
Human body,"[1, 0, 1, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Female,1,CrowdWorks,5,4,7,8,7,036c89a81d6bd616.jpg,OpenImages,"[[131, 336, 191, 285], [286, 361, 323, 393]]",Person,Japan,681.0,1024.0
Man,"[1, 0, 1, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Female,1,CrowdWorks,5,4,7,8,7,036c89a81d6bd616.jpg,OpenImages,"[[0, 242, 681, 479]]",Person,Japan,681.0,1024.0
Human body,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",42,Female,2,CrowdWorks,6,8,9,9,10,036c89a81d6bd616.jpg,OpenImages,"[[131, 336, 191, 285], [286, 361, 323, 393]]",Person,Japan,681.0,1024.0
Man,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",42,Female,2,CrowdWorks,6,8,9,9,10,036c89a81d6bd616.jpg,OpenImages,"[[0, 242, 681, 479]]",Person,Japan,681.0,1024.0
Furniture,"[0, 0, 1, 0, 0, 0]",5,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",39,Male,1,Prolific,2,4,3,10,7,036c89a81d6bd616.jpg,OpenImages,"[[103, 364, 63, 73], [506, 665, 173, 310], [555, 554, 90, 110]]",Others,UK,681.0,1024.0
Human body,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",39,Male,1,Prolific,2,4,3,10,7,036c89a81d6bd616.jpg,OpenImages,"[[131, 336, 191, 285], [286, 361, 323, 393]]",Person,UK,681.0,1024.0
Table,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",39,Male,1,Prolific,2,4,3,10,7,036c89a81d6bd616.jpg,OpenImages,"[[0, 564, 681, 459]]",Table,UK,681.0,1024.0
car_(automobile),"[1, 0, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Female,2,CrowdWorks,4,6,9,7,4,135666.jpg,LVIS,"[[436, 211, 12, 27], [501, 211, 16, 29], [359, 216, 46, 30], [395, 214, 31, 21], [549, 215, 79, 35]]",Others,Japan,640.0,480.0
motorcycle,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Female,2,CrowdWorks,4,6,9,7,4,135666.jpg,LVIS,"[[462, 231, 125, 78], [217, 235, 144, 79], [44, 234, 166, 91]]",Others,Japan,640.0,480.0
license_plate,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Female,2,CrowdWorks,4,6,9,7,4,135666.jpg,LVIS,"[[613, 243, 8, 2], [463, 257, 8, 6], [52, 253, 6, 6], [59, 276, 10, 8], [422, 228, 5, 2]]",Vehicle Plate,Japan,640.0,480.0
license_plate,"[0, 0, 0, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Male,1,CrowdWorks,8,4,8,6,8,135666.jpg,LVIS,"[[613, 243, 8, 2], [463, 257, 8, 6], [52, 253, 6, 6], [59, 276, 10, 8], [422, 228, 5, 2]]",Vehicle Plate,Japan,640.0,480.0
Object 0,"[0, 1, 0, 0, 0, 0]",5,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",47,Male,1,CrowdWorks,8,4,8,6,8,135666.jpg,LVIS,"[[20, 63, 344, 138]]",Others,Japan,640.0,480.0
license_plate,"[1, 0, 0, 0, 0, 0]",2,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",39,Male,2,Prolific,4,6,8,5,9,135666.jpg,LVIS,"[[613, 243, 8, 2], [463, 257, 8, 6], [52, 253, 6, 6], [59, 276, 10, 8], [422, 228, 5, 2]]",Vehicle Plate,UK,640.0,480.0
Object 0,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,322056.jpg,LVIS,"[[300, 17, 143, 168]]",Others,Japan,500.0,480.0
Object 0,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",58,Female,1,CrowdWorks,4,5,6,7,8,322056.jpg,LVIS,"[[300, 17, 143, 168]]",Others,Japan,500.0,480.0
Object 0,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",21,Female,2,Prolific,6,7,7,8,10,322056.jpg,LVIS,"[[300, 17, 143, 168]]",Others,UK,500.0,480.0
sweater,"[0, 0, 0, 1, 0, 0]",2,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",29,Male,3,CrowdWorks,7,7,10,2,10,104124.jpg,LVIS,"[[289, 84, 138, 117], [518, 78, 61, 84]]",Others,Japan,640.0,414.0
boot,"[0, 0, 0, 1, 0, 0]",1,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",29,Male,3,CrowdWorks,7,7,10,2,10,104124.jpg,LVIS,"[[357, 272, 38, 81]]",Others,Japan,640.0,414.0
motorcycle,"[0, 0, 0, 1, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",29,Male,3,CrowdWorks,7,7,10,2,10,104124.jpg,LVIS,"[[141, 129, 345, 221]]",Others,Japan,640.0,414.0
tag,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",29,Male,3,CrowdWorks,7,7,10,2,10,104124.jpg,LVIS,"[[278, 132, 34, 31], [305, 212, 21, 10]]",Printed Material,Japan,640.0,414.0
sweater,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",51,Male,2,CrowdWorks,2,6,6,8,9,104124.jpg,LVIS,"[[289, 84, 138, 117], [518, 78, 61, 84]]",Others,Japan,640.0,414.0
cat,"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",41,Male,0,CrowdWorks,4,5,4,7,4,121783.jpg,LVIS,"[[194, 281, 140, 161]]",Pet,Japan,612.0,612.0
cat,"[1, 1, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",58,Female,0,CrowdWorks,5,5,7,9,7,121783.jpg,LVIS,"[[194, 281, 140, 161]]",Pet,Japan,612.0,612.0
license_plate,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,Male,1,CrowdWorks,3,5,4,7,5,135410.jpg,LVIS,"[[368, 293, 8, 14], [23, 288, 12, 11]]",Vehicle Plate,Japan,480.0,640.0
parking_meter,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,135410.jpg,LVIS,"[[47, 216, 142, 323]]",Others,UK,480.0,640.0
license_plate,"[1, 0, 1, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,135410.jpg,LVIS,"[[368, 293, 8, 14], [23, 288, 12, 11]]",Vehicle Plate,UK,480.0,640.0
Human face,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",58,Female,1,CrowdWorks,4,5,6,7,8,07b12cccb39c75a5.jpg,OpenImages,"[[155, 315, 115, 123], [355, 292, 70, 81]]",Person,Japan,768.0,1024.0
Chair,"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",58,Female,1,CrowdWorks,4,5,6,7,8,07b12cccb39c75a5.jpg,OpenImages,"[[0, 193, 556, 828], [249, 232, 339, 483]]",Finger,Japan,768.0,1024.0
Human hair,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",58,Female,1,CrowdWorks,4,5,6,7,8,07b12cccb39c75a5.jpg,OpenImages,"[[111, 190, 182, 179], [350, 251, 94, 81]]",Person,Japan,768.0,1024.0
Clothing,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",58,Female,1,CrowdWorks,4,5,6,7,8,07b12cccb39c75a5.jpg,OpenImages,"[[24, 392, 508, 422], [297, 328, 296, 292]]",Clothing,Japan,768.0,1024.0
Human body,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",58,Female,1,CrowdWorks,4,5,6,7,8,07b12cccb39c75a5.jpg,OpenImages,"[[27, 184, 740, 836], [265, 252, 440, 600]]",Person,Japan,768.0,1024.0
Human head,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",58,Female,1,CrowdWorks,4,5,6,7,8,07b12cccb39c75a5.jpg,OpenImages,"[[108, 185, 179, 246], [352, 249, 89, 126]]",Person,Japan,768.0,1024.0
Mammal,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",58,Female,1,CrowdWorks,4,5,6,7,8,07b12cccb39c75a5.jpg,OpenImages,"[[22, 188, 743, 825], [275, 251, 435, 598]]",Others,Japan,768.0,1024.0
Boy,"[1, 0, 0, 0, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",58,Female,1,CrowdWorks,4,5,6,7,8,07b12cccb39c75a5.jpg,OpenImages,"[[25, 188, 740, 830], [273, 251, 420, 588]]",Person,Japan,768.0,1024.0
Human eye,"[0, 1, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",58,Female,1,CrowdWorks,4,5,6,7,8,07b12cccb39c75a5.jpg,OpenImages,"[[208, 353, 27, 19], [380, 318, 15, 9], [411, 339, 11, 9]]",Person,Japan,768.0,1024.0
Clothing,"[0, 1, 0, 0, 0, 0]",1,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,07b12cccb39c75a5.jpg,OpenImages,"[[24, 392, 508, 422], [297, 328, 296, 292]]",Clothing,Japan,768.0,1024.0
Human body,"[0, 1, 0, 0, 0, 0]",2,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,07b12cccb39c75a5.jpg,OpenImages,"[[27, 184, 740, 836], [265, 252, 440, 600]]",Person,Japan,768.0,1024.0
Boy,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,07b12cccb39c75a5.jpg,OpenImages,"[[25, 188, 740, 830], [273, 251, 420, 588]]",Person,Japan,768.0,1024.0
Human eye,"[1, 1, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,07b12cccb39c75a5.jpg,OpenImages,"[[208, 353, 27, 19], [380, 318, 15, 9], [411, 339, 11, 9]]",Person,Japan,768.0,1024.0
Human face,"[0, 0, 0, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",50,Male,0,Prolific,4,5,10,8,3,07b12cccb39c75a5.jpg,OpenImages,"[[155, 315, 115, 123], [355, 292, 70, 81]]",Person,UK,768.0,1024.0
